left_eye,forehead,right_eye,nose_bridge,left_cheek,right_cheek,nose,mouth
0.59,0.3,0.63,0.39,0.5,0.29,0.67,0.45
0.63,0.9,0.53,0.33,0.64,0.36,0.67,0.35
0.67,0.5,0.39,0.22,0.81,0.55,0.67,0.45
0.84,0.4,0.71,0.28,0.69,0.57,0.83,0.8
0.84,0.5,0.65,0.17,0.61,0.29,0.75,1.0
0.71,0.6,0.65,0.22,0.72,0.17,0.33,0.95
0.69,0.5,0.61,0.11,0.56,0.17,0.25,0.65
0.78,0.1,0.61,0.22,0.61,0.29,0.5,0.8
0.69,0.5,0.69,0.22,0.64,0.36,0.33,0.5
0.73,0.3,0.65,0.28,0.72,0.43,0.67,0.6
0.78,0.4,0.53,0.11,0.75,0.1,0.58,0.7
0.82,0.3,0.45,0.17,0.67,0.07,0.67,0.75
0.86,0.4,0.61,0.11,0.75,0.21,0.5,0.8
0.84,0.5,0.53,0.06,0.72,0.4,0.83,0.6
0.94,0.5,0.59,0.06,0.81,0.43,0.75,0.75
0.78,0.8,0.41,0.28,0.86,0.02,0.17,0.55
0.73,0.6,0.51,0.28,0.86,0.02,0.33,0.7
0.78,0.6,0.49,0.39,0.92,0.02,0.17,0.6
0.73,0.7,0.41,0.28,0.83,0.29,0.58,0.7
0.76,0.3,0.49,0.33,0.92,0.29,0.58,0.75
1.0,1.0,0.98,0.83,0.89,1.0,1.0,1.0
1.0,1.0,0.9,0.72,0.89,0.98,1.0,1.0
0.57,0.6,0.43,0.22,0.64,0.12,0.33,0.9
0.69,0.5,0.39,0.44,0.78,0.48,0.75,0.75
0.73,0.7,0.51,0.39,0.78,0.48,0.75,0.75
0.63,0.2,0.33,0.22,0.86,0.21,0.42,0.6
0.67,0.3,0.39,0.33,0.97,0.26,0.33,0.45
0.65,0.5,0.31,0.22,0.69,0.14,0.33,0.4
0.73,0.3,0.29,0.22,0.89,0.0,0.17,0.6
0.76,0.4,0.33,0.22,0.97,0.07,0.33,0.65
0.82,0.6,0.35,0.28,0.97,0.02,0.25,0.65
0.67,0.4,0.65,0.17,0.19,0.1,0.83,0.85
0.65,0.5,0.57,0.22,0.22,0.14,0.5,0.55
0.61,0.2,0.45,0.28,0.25,0.12,0.75,0.7
0.61,0.3,0.53,0.22,0.69,0.48,1.0,0.45
0.59,0.4,0.57,0.22,0.67,0.57,1.0,0.45
0.57,0.2,0.43,0.22,0.69,0.52,0.83,0.5
0.59,0.1,0.33,0.17,0.31,0.05,0.33,0.65
0.69,0.2,0.49,0.22,0.28,0.0,0.5,0.8
0.65,0.1,0.49,0.22,0.33,0.05,0.5,0.65
0.59,0.2,0.27,0.28,0.33,0.1,0.42,0.95
0.78,0.8,0.8,0.28,0.47,0.6,1.0,1.0
0.82,0.4,0.71,0.39,0.67,0.71,1.0,1.0
0.78,0.4,0.76,0.44,0.58,0.67,0.92,1.0
0.78,0.8,0.86,0.22,0.44,0.48,1.0,1.0
0.57,0.5,0.57,0.11,0.19,0.21,0.42,0.9
0.67,0.3,0.61,0.11,0.25,0.36,0.5,0.9
0.63,0.4,0.61,0.11,0.25,0.31,0.5,0.8
0.57,0.5,0.57,0.11,0.14,0.24,0.67,0.95
0.59,0.2,0.61,0.06,0.58,0.24,0.42,0.7
0.51,0.4,0.51,0.0,0.69,0.64,1.0,0.75
0.49,0.4,0.49,0.06,0.75,0.64,1.0,0.75
0.63,0.5,0.37,0.17,0.06,0.0,0.0,0.2
0.76,0.3,0.57,0.17,0.25,0.0,0.17,0.6
0.73,0.4,0.43,0.33,0.14,0.0,0.0,0.55
0.73,0.2,0.51,0.22,0.19,0.0,0.25,0.55
0.88,0.6,0.84,1.0,1.0,1.0,1.0,1.0
0.88,0.9,0.78,1.0,1.0,1.0,1.0,1.0
0.9,0.8,0.84,1.0,1.0,1.0,1.0,1.0
0.88,0.9,0.76,1.0,1.0,1.0,1.0,1.0
0.78,0.8,0.65,0.11,0.67,0.24,0.75,0.8
0.88,0.7,0.65,0.28,0.75,0.48,1.0,1.0
0.88,0.7,0.65,0.17,0.72,0.64,1.0,0.8
0.84,0.5,0.63,0.33,0.75,0.64,1.0,1.0
0.65,0.4,0.49,0.33,0.69,0.0,0.58,0.75
0.76,0.6,0.57,0.22,0.69,0.0,0.5,0.7
0.63,0.4,0.43,0.28,0.83,0.17,0.75,0.65
0.78,0.5,0.51,0.28,0.72,0.21,0.58,0.8
0.67,0.6,0.63,0.28,0.81,0.17,0.5,0.65
0.59,0.4,0.51,0.22,0.83,0.07,0.58,0.6
0.61,0.0,0.31,0.17,0.42,0.29,1.0,1.0
0.51,0.0,0.27,0.22,0.36,0.38,1.0,1.0
0.59,0.3,0.55,0.0,0.03,0.0,0.58,0.6
0.59,0.0,0.22,0.0,0.42,0.07,1.0,0.65
0.73,0.0,0.51,0.17,0.14,0.0,0.67,0.85
0.65,0.0,0.41,0.0,0.17,0.0,0.58,0.8
0.65,0.1,0.35,0.0,0.06,0.0,0.42,0.0
0.45,0.1,0.31,0.0,0.03,0.0,0.33,0.0
0.57,0.0,0.33,0.0,0.06,0.0,0.33,0.1
0.76,0.1,0.78,0.17,0.14,0.21,0.58,0.95
0.71,0.1,0.67,0.17,0.08,0.19,0.58,0.9
0.76,0.2,0.71,0.11,0.19,0.1,0.5,1.0
0.73,0.1,0.69,0.0,0.17,0.14,0.42,0.9
0.78,0.1,0.71,0.11,0.14,0.12,0.5,0.95
0.59,0.0,0.33,0.0,0.53,0.0,0.92,0.75
0.71,0.1,0.71,0.0,0.22,0.12,0.42,0.9
0.71,0.1,0.59,0.33,0.64,0.5,0.83,0.95
0.65,0.1,0.57,0.33,0.64,0.6,0.83,0.9
0.71,0.1,0.61,0.33,0.72,0.48,0.83,1.0
0.69,0.0,0.55,0.28,0.69,0.48,0.83,0.8
0.63,0.1,0.59,0.33,0.58,0.48,0.83,0.85
0.65,0.0,0.61,0.22,0.69,0.43,0.67,0.85
0.71,0.0,0.24,0.0,0.17,0.07,0.58,0.45
0.63,0.0,0.22,0.0,0.17,0.1,0.25,0.4
0.67,0.0,0.16,0.0,0.11,0.02,0.17,0.4
0.78,0.3,0.8,0.0,0.36,0.55,0.67,1.0
0.65,0.0,0.71,0.22,0.22,0.36,1.0,1.0
0.63,0.1,0.69,0.28,0.17,0.38,1.0,1.0
0.61,0.0,0.67,0.22,0.19,0.29,1.0,1.0
0.69,0.0,0.57,0.0,0.25,0.02,0.5,0.65
0.63,0.0,0.51,0.0,0.17,0.0,0.33,0.5
0.61,0.0,0.57,0.0,0.28,0.0,0.33,0.55
0.63,0.0,0.41,0.0,0.5,0.19,0.75,1.0
0.59,0.0,0.27,0.0,0.39,0.21,0.67,1.0
0.65,0.0,0.41,0.0,0.44,0.14,0.67,1.0
0.92,0.2,0.71,0.33,0.97,0.31,0.83,0.85
0.78,0.3,0.86,0.06,0.33,0.57,0.67,1.0
0.86,0.1,0.65,0.39,0.94,0.31,0.83,0.8
0.96,0.2,0.78,0.33,0.94,0.29,0.67,0.85
0.78,0.0,0.71,0.0,0.36,0.24,1.0,1.0
0.67,0.1,0.65,0.06,0.36,0.24,1.0,1.0
0.76,0.1,0.73,0.0,0.44,0.24,1.0,1.0
0.57,0.3,0.57,0.06,0.36,0.5,1.0,1.0
0.59,0.3,0.55,0.06,0.33,0.55,1.0,1.0
0.53,0.2,0.57,0.0,0.39,0.45,1.0,1.0
0.59,0.1,0.39,0.22,0.03,0.0,0.58,0.35
0.55,0.0,0.49,0.22,0.03,0.0,0.58,0.35
0.71,0.3,0.84,0.0,0.42,0.4,0.67,1.0
0.63,0.1,0.45,0.22,0.06,0.0,0.5,0.4
0.88,0.2,0.84,0.11,0.36,0.33,1.0,1.0
0.82,0.1,0.78,0.17,0.33,0.38,1.0,1.0
0.82,0.1,0.78,0.06,0.44,0.24,1.0,1.0
0.71,0.0,0.65,0.06,0.0,0.0,0.58,0.35
0.73,0.1,0.71,0.11,0.0,0.0,0.75,0.5
0.73,0.1,0.67,0.11,0.06,0.0,0.67,0.4
0.49,0.9,0.45,0.0,0.0,0.0,0.0,0.25
0.47,0.8,0.45,0.0,0.0,0.0,0.0,0.25
0.43,0.7,0.49,0.0,0.0,0.0,0.0,0.25
0.63,0.3,0.71,0.06,0.5,0.57,1.0,1.0
0.33,0.6,0.43,0.0,0.0,0.0,0.0,0.35
0.45,0.9,0.35,0.0,0.0,0.0,0.0,0.25
0.33,0.7,0.35,0.0,0.0,0.0,0.0,0.2
0.84,0.3,0.47,0.11,0.31,0.1,1.0,1.0
0.82,0.1,0.37,0.06,0.17,0.1,1.0,1.0
0.8,0.4,0.51,0.17,0.39,0.05,1.0,1.0
0.78,0.0,0.71,0.11,0.06,0.0,0.83,0.85
0.82,0.0,0.82,0.11,0.03,0.0,0.83,0.95
0.76,0.0,0.71,0.11,0.08,0.0,0.83,0.8
0.76,0.0,0.78,0.11,0.0,0.0,0.75,0.9
0.69,0.3,0.71,0.11,0.42,0.67,1.0,1.0
0.73,0.0,0.78,0.11,0.0,0.0,0.83,0.9
0.73,0.0,0.57,0.11,0.08,0.0,0.75,0.85
0.8,0.5,0.67,0.0,0.17,0.17,0.67,0.9
0.84,0.4,0.57,0.0,0.11,0.24,0.67,0.85
0.76,0.6,0.73,0.0,0.17,0.12,0.67,1.0
0.8,0.1,0.98,0.44,0.58,0.69,1.0,1.0
0.76,0.2,1.0,0.44,0.56,0.71,1.0,1.0
0.82,0.2,0.9,0.39,0.61,0.86,1.0,1.0
0.76,0.8,0.8,0.28,0.31,0.1,1.0,0.8
0.82,0.9,0.8,0.44,0.31,0.24,1.0,0.9
0.59,0.3,0.76,0.0,0.56,0.55,1.0,1.0
0.73,0.8,0.9,0.22,0.33,0.07,1.0,0.75
0.94,0.2,0.65,0.33,1.0,0.07,0.75,1.0
0.88,0.2,0.76,0.33,1.0,0.07,0.75,1.0
0.96,0.1,0.76,0.33,1.0,0.07,0.58,1.0
0.76,0.0,0.57,0.11,0.44,0.17,0.75,0.45
0.78,0.0,0.57,0.11,0.44,0.24,0.75,0.5
0.88,0.0,0.73,0.11,0.53,0.17,0.75,0.55
0.82,0.1,0.51,0.0,0.08,0.0,0.33,0.7
0.88,0.1,0.61,0.0,0.08,0.0,0.33,0.7
0.82,0.1,0.61,0.0,0.11,0.0,0.33,0.65
0.63,0.1,0.8,0.06,0.5,0.64,1.0,1.0
0.53,0.0,0.73,0.0,0.0,0.05,0.83,1.0
0.55,0.1,0.73,0.11,0.0,0.12,0.92,1.0
0.59,0.0,0.84,0.0,0.03,0.07,1.0,1.0
0.57,0.0,0.61,0.06,0.33,0.29,1.0,1.0
0.57,0.0,0.51,0.06,0.28,0.38,1.0,1.0
0.49,0.0,0.61,0.0,0.39,0.29,1.0,1.0
0.57,0.0,0.71,0.39,0.14,0.07,0.75,0.55
0.61,0.0,0.84,0.39,0.22,0.17,0.92,0.6
0.49,0.0,0.65,0.22,0.06,0.07,0.58,0.5
0.63,0.0,0.65,0.11,0.42,0.43,0.92,1.0
0.59,0.2,0.71,0.11,0.42,0.67,1.0,1.0
0.63,0.0,0.63,0.17,0.39,0.4,0.83,1.0
0.63,0.0,0.55,0.06,0.39,0.36,0.92,1.0
0.96,0.1,0.29,0.22,1.0,0.05,0.58,0.6
0.94,0.0,0.24,0.22,1.0,0.0,0.5,0.6
0.98,0.1,0.24,0.22,1.0,0.0,0.5,0.55
0.45,0.0,0.35,0.0,0.0,0.0,0.0,0.25
0.41,0.0,0.33,0.0,0.0,0.0,0.0,0.25
0.43,0.0,0.33,0.0,0.0,0.0,0.0,0.2
0.29,0.0,0.45,0.0,0.0,0.0,0.0,0.0
0.33,0.0,0.47,0.0,0.0,0.0,0.0,0.0
0.57,0.3,0.61,0.0,0.03,0.0,0.5,0.45
0.59,0.2,0.69,0.06,0.58,0.55,1.0,1.0
0.29,0.0,0.47,0.0,0.0,0.0,0.0,0.0
0.84,0.0,0.29,0.22,0.67,0.07,0.58,0.5
0.78,0.0,0.43,0.28,0.69,0.1,0.75,0.55
0.88,0.0,0.24,0.28,0.67,0.07,0.58,0.5
0.8,0.0,0.47,0.22,0.72,0.1,0.67,0.6
0.73,0.0,0.47,0.22,0.75,0.1,0.67,0.6
0.86,0.0,0.43,0.28,0.69,0.07,0.67,0.55
0.65,0.0,0.49,0.28,0.58,0.26,0.83,1.0
0.61,0.0,0.41,0.28,0.58,0.26,0.83,1.0
0.73,0.0,0.45,0.28,0.64,0.24,0.92,1.0
0.47,0.0,0.59,0.0,0.0,0.21,0.5,0.65
0.73,0.0,0.8,0.22,0.42,0.52,1.0,1.0
0.69,0.0,0.8,0.28,0.39,0.55,1.0,1.0
0.67,0.0,0.86,0.22,0.47,0.4,1.0,1.0
0.51,0.0,0.63,0.17,0.08,0.17,0.75,0.75
0.47,0.0,0.76,0.22,0.06,0.17,0.67,0.75
0.47,0.0,0.63,0.06,0.14,0.21,0.75,0.75
0.51,0.0,0.43,0.0,0.0,0.0,0.0,0.55
0.55,0.0,0.49,0.0,0.0,0.0,0.0,0.65
0.47,0.0,0.51,0.0,0.0,0.0,0.0,0.65
0.41,0.0,0.92,0.0,0.14,0.31,0.58,0.55
0.41,0.0,0.59,0.0,0.0,0.21,0.42,0.45
0.35,0.0,0.82,0.0,0.03,0.31,0.42,0.45
0.39,0.0,0.94,0.0,0.14,0.31,0.58,0.6
0.47,0.0,0.51,0.39,0.11,0.0,0.0,0.0
0.51,0.0,0.47,0.39,0.08,0.0,0.0,0.0
0.53,0.0,0.59,0.39,0.08,0.0,0.0,0.0
0.59,0.0,0.33,0.0,0.19,0.12,0.5,0.9
0.59,0.0,0.35,0.0,0.14,0.17,0.5,0.9
0.69,0.0,0.41,0.0,0.22,0.1,0.5,0.95
0.57,0.0,0.22,0.0,0.22,0.14,0.67,0.8
0.51,0.0,0.22,0.0,0.19,0.19,0.67,0.85
0.45,0.0,0.53,0.0,0.0,0.14,0.42,0.45
0.51,0.0,0.18,0.0,0.28,0.12,0.58,0.8
0.65,0.0,0.78,0.11,0.42,0.4,1.0,1.0
0.59,0.1,0.65,0.11,0.36,0.48,1.0,1.0
0.53,0.1,0.67,0.0,0.42,0.4,1.0,1.0
0.49,0.0,0.61,0.11,0.39,0.4,1.0,1.0
0.49,0.0,0.63,0.17,0.39,0.5,1.0,1.0
0.57,0.0,0.61,0.06,0.42,0.4,1.0,1.0
0.69,0.0,0.71,0.06,0.28,0.43,0.58,1.0
0.65,0.0,0.71,0.06,0.31,0.36,0.58,1.0
0.65,0.0,0.71,0.11,0.36,0.48,0.58,1.0
0.37,0.0,0.47,0.0,0.03,0.1,0.25,0.9
0.55,0.2,0.82,0.22,0.06,0.21,0.5,0.65
0.67,0.1,0.84,0.33,0.03,0.31,0.5,0.7
0.59,0.2,0.92,0.22,0.03,0.21,0.5,0.65
0.73,0.0,0.9,0.33,1.0,1.0,1.0,1.0
0.71,0.0,0.94,0.39,1.0,1.0,1.0,1.0
0.82,0.0,0.88,0.33,1.0,1.0,1.0,1.0
0.53,0.0,0.71,0.5,0.67,0.76,1.0,0.9
0.49,0.0,0.71,0.56,0.61,0.88,1.0,0.9
0.55,0.1,0.71,0.5,0.72,0.71,1.0,0.85
0.69,0.0,0.63,0.06,0.42,0.31,1.0,1.0
0.27,0.0,0.43,0.0,0.0,0.07,0.17,0.6
0.65,0.0,0.63,0.11,0.42,0.33,1.0,1.0
0.67,0.0,0.61,0.0,0.42,0.26,1.0,1.0
0.67,0.0,0.57,0.11,0.47,0.43,1.0,0.85
0.65,0.0,0.55,0.17,0.44,0.43,1.0,0.85
0.69,0.0,0.55,0.06,0.5,0.31,1.0,0.9
0.51,0.0,0.37,0.0,0.03,0.0,0.17,0.2
0.49,0.0,0.35,0.0,0.0,0.0,0.17,0.35
0.57,0.0,0.41,0.0,0.03,0.0,0.08,0.2
0.41,0.0,0.55,0.22,0.06,0.36,0.92,1.0
0.41,0.0,0.53,0.33,0.0,0.45,0.75,1.0
0.27,0.0,0.39,0.0,0.03,0.07,0.17,0.7
0.31,0.0,0.51,0.17,0.06,0.36,0.92,1.0
0.47,0.0,0.51,0.28,0.28,0.45,1.0,1.0
0.51,0.0,0.61,0.28,0.14,0.5,1.0,1.0
0.39,0.0,0.49,0.22,0.06,0.38,1.0,1.0
0.78,0.0,0.65,0.0,0.17,0.07,0.42,0.8
0.8,0.0,0.59,0.0,0.11,0.07,0.5,0.85
0.76,0.0,0.63,0.0,0.14,0.02,0.42,0.85
0.59,0.1,0.31,0.17,0.0,0.0,0.67,1.0
0.67,0.1,0.37,0.11,0.0,0.0,0.67,1.0
0.55,0.2,0.33,0.17,0.0,0.0,0.58,0.85
0.49,0.0,0.61,0.28,0.31,0.52,0.58,1.0
0.08,0.0,0.82,0.72,0.0,0.76,0.75,0.7
0.04,0.0,0.82,0.72,0.0,0.76,0.58,0.65
0.04,0.0,0.78,0.56,0.0,0.76,0.75,0.6
0.67,0.0,0.69,0.0,0.28,0.07,0.83,1.0
0.65,0.0,0.67,0.0,0.19,0.07,0.92,1.0
0.65,0.0,0.69,0.0,0.28,0.07,0.83,1.0
0.73,0.1,0.8,0.17,0.03,0.07,0.83,1.0
0.71,0.1,0.84,0.28,0.03,0.17,0.83,1.0
0.67,0.1,0.78,0.28,0.08,0.17,0.83,1.0
0.39,0.0,0.41,0.0,0.25,0.26,1.0,0.7
0.51,0.1,0.71,0.33,0.28,0.55,0.58,1.0
0.39,0.0,0.39,0.0,0.22,0.36,1.0,0.7
0.39,0.1,0.37,0.0,0.31,0.12,1.0,0.7
0.69,0.1,0.92,0.17,0.28,0.76,1.0,1.0
0.67,0.1,0.94,0.22,0.25,0.76,1.0,1.0
0.71,0.1,0.92,0.22,0.31,0.81,1.0,1.0
0.59,0.0,0.86,0.17,0.22,0.74,1.0,1.0
0.59,0.0,0.94,0.28,0.25,0.83,1.0,1.0
0.69,0.0,0.84,0.17,0.28,0.88,1.0,1.0
0.73,0.0,0.76,0.33,0.47,0.26,0.92,0.85
0.73,0.0,0.84,0.28,0.33,0.24,0.92,0.8
0.51,0.1,0.61,0.22,0.28,0.38,0.58,1.0
0.78,0.1,0.71,0.33,0.5,0.19,0.92,0.8
0.88,0.0,0.27,0.11,0.56,0.14,0.75,0.9
0.84,0.0,0.2,0.17,0.53,0.12,0.75,0.9
0.84,0.0,0.27,0.11,0.58,0.07,0.75,0.9
0.69,0.2,0.84,0.17,0.44,0.5,1.0,1.0
0.65,0.1,0.73,0.22,0.42,0.55,1.0,1.0
0.69,0.1,0.76,0.17,0.53,0.4,1.0,1.0
0.67,0.0,0.71,0.28,0.44,0.52,1.0,1.0
0.61,0.0,0.76,0.39,0.44,0.52,1.0,1.0
0.69,0.0,0.71,0.17,0.56,0.4,1.0,1.0
0.51,0.1,0.49,0.06,0.11,0.07,0.83,1.0
0.43,0.0,0.76,0.33,0.42,0.71,0.75,0.95
0.39,0.0,0.18,0.17,0.19,0.1,0.75,1.0
0.39,0.0,0.18,0.17,0.14,0.12,0.75,1.0
0.41,0.0,0.29,0.22,0.28,0.02,0.75,1.0
0.47,0.0,0.53,0.33,0.28,0.26,0.75,0.8
0.49,0.0,0.43,0.28,0.19,0.26,0.75,0.8
0.49,0.1,0.55,0.33,0.28,0.17,0.83,0.8
0.59,0.0,0.63,0.17,0.11,0.0,0.5,0.85
0.61,0.0,0.69,0.17,0.03,0.0,0.5,0.9
0.69,0.0,0.71,0.22,0.14,0.0,0.5,0.9
0.37,0.0,0.51,0.0,0.28,0.24,0.92,0.75
0.43,0.0,0.8,0.5,0.31,0.74,0.75,0.95
0.41,0.0,0.47,0.0,0.25,0.33,0.92,0.75
0.43,0.0,0.49,0.0,0.28,0.21,0.92,0.75
0.63,0.0,0.65,0.22,0.25,0.33,0.67,0.85
0.61,0.0,0.63,0.28,0.19,0.31,0.75,0.9
0.59,0.0,0.65,0.22,0.28,0.21,0.67,0.9
0.63,0.0,0.67,0.22,0.31,0.21,0.42,0.95
0.63,0.0,0.67,0.22,0.28,0.36,0.42,0.95
0.63,0.1,0.65,0.22,0.42,0.19,0.42,0.95
0.55,0.0,0.53,0.28,0.22,0.43,1.0,0.85
0.57,0.1,0.55,0.28,0.17,0.48,1.0,0.85
0.43,0.0,0.63,0.28,0.42,0.52,0.75,0.9
0.59,0.0,0.61,0.11,0.28,0.4,1.0,0.9
0.61,0.1,0.61,0.22,0.36,0.45,1.0,0.75
0.55,0.0,0.51,0.22,0.31,0.48,1.0,0.85
0.57,0.1,0.63,0.22,0.39,0.33,1.0,0.8
0.86,0.0,0.53,0.0,0.47,0.0,0.67,0.65
0.86,0.0,0.59,0.0,0.47,0.02,0.67,0.6
0.84,0.0,0.57,0.0,0.56,0.0,0.67,0.6
0.88,0.0,0.51,0.0,0.56,0.02,0.67,0.55
0.84,0.0,0.49,0.0,0.53,0.05,0.58,0.6
0.84,0.0,0.51,0.0,0.58,0.0,0.58,0.6
0.41,0.0,0.49,0.0,0.25,0.21,1.0,0.85
0.67,0.6,0.92,0.0,0.25,0.38,1.0,1.0
0.63,0.6,0.9,0.11,0.28,0.5,1.0,1.0
0.67,0.5,0.94,0.0,0.28,0.38,1.0,1.0
0.55,0.0,0.43,0.0,0.42,0.45,1.0,1.0
0.55,0.0,0.43,0.11,0.36,0.45,1.0,1.0
0.55,0.0,0.49,0.0,0.5,0.4,1.0,1.0
0.22,0.0,0.41,0.0,0.0,0.0,0.5,0.6
0.24,0.0,0.47,0.0,0.0,0.0,0.5,0.45
0.37,0.0,0.53,0.0,0.0,0.0,0.58,0.5
0.86,0.5,1.0,0.33,0.67,0.93,0.92,1.0
0.39,0.0,0.51,0.0,0.19,0.33,1.0,0.75
0.84,0.5,1.0,0.33,0.64,0.9,0.92,1.0
0.86,0.5,0.98,0.33,0.67,0.93,0.92,1.0
0.8,0.1,0.63,0.33,0.5,0.33,0.83,0.95
0.73,0.0,0.63,0.28,0.47,0.36,0.83,0.95
0.82,0.2,0.65,0.33,0.58,0.38,0.83,1.0
0.37,0.1,1.0,0.0,0.11,0.14,0.75,0.75
0.37,0.2,0.92,0.06,0.08,0.17,0.58,0.65
0.39,0.0,1.0,0.0,0.14,0.14,0.67,0.7
0.88,0.3,0.92,0.39,0.67,0.81,0.92,1.0
0.88,0.2,0.92,0.39,0.69,0.86,0.83,1.0
0.39,0.0,0.51,0.0,0.31,0.19,1.0,0.9
0.86,0.2,0.86,0.33,0.61,0.83,1.0,1.0
0.65,0.0,0.71,0.17,0.33,0.31,1.0,1.0
0.65,0.0,0.71,0.11,0.31,0.43,1.0,0.95
0.63,0.0,0.65,0.28,0.33,0.31,1.0,1.0
0.65,0.1,0.65,0.11,0.33,0.31,1.0,1.0
0.61,0.0,0.67,0.11,0.33,0.36,1.0,1.0
0.65,0.2,0.71,0.22,0.39,0.29,1.0,1.0
0.96,0.5,0.69,0.33,0.83,0.0,0.58,0.8
0.94,0.5,0.71,0.33,0.83,0.0,0.67,0.75
0.98,0.5,0.71,0.33,0.83,0.0,0.58,0.8
0.47,0.0,0.55,0.0,0.39,0.21,1.0,0.7
0.45,0.0,0.27,0.06,0.28,0.24,0.75,1.0
0.45,0.0,0.27,0.22,0.22,0.26,0.83,1.0
0.39,0.0,0.29,0.0,0.31,0.12,0.83,1.0
0.45,0.0,0.8,0.33,0.08,0.21,0.92,0.65
0.35,0.0,0.78,0.28,0.08,0.21,0.83,0.65
0.41,0.0,0.65,0.28,0.11,0.26,0.92,0.65
0.73,0.0,0.94,0.28,0.19,0.05,0.83,0.7
0.69,0.0,0.94,0.33,0.17,0.07,0.92,0.65
0.78,0.0,0.9,0.28,0.08,0.07,0.83,0.65
0.59,0.3,0.86,0.28,0.44,0.45,1.0,1.0
0.45,0.0,0.55,0.0,0.25,0.33,1.0,0.7
0.53,0.2,0.82,0.33,0.33,0.45,1.0,1.0
0.53,0.2,0.84,0.28,0.47,0.38,1.0,1.0
0.37,0.0,0.57,0.17,0.08,0.43,0.67,0.55
0.37,0.0,0.47,0.22,0.06,0.45,0.58,0.45
0.27,0.0,0.47,0.0,0.08,0.33,0.58,0.45
0.84,0.1,0.98,0.61,0.61,0.83,1.0,1.0
0.82,0.2,0.96,0.67,0.64,0.9,1.0,0.95
0.86,0.1,0.98,0.67,0.64,0.86,1.0,1.0
0.69,0.0,0.41,0.0,0.56,0.29,0.67,0.75
0.61,0.1,0.45,0.17,0.53,0.36,0.75,0.75
0.39,0.0,0.39,0.0,0.31,0.14,1.0,0.65
0.67,0.0,0.41,0.0,0.58,0.24,0.75,0.75
0.8,0.2,0.86,0.06,0.0,0.0,0.42,0.4
0.73,0.1,0.84,0.17,0.0,0.0,0.42,0.3
0.76,0.1,0.86,0.11,0.0,0.0,0.42,0.3
0.67,0.0,0.84,0.11,0.0,0.0,0.42,0.35
0.67,0.1,0.86,0.11,0.0,0.0,0.33,0.35
0.69,0.0,0.9,0.11,0.0,0.0,0.5,0.4
0.61,0.3,0.31,0.06,0.69,0.26,0.58,0.65
0.55,0.1,0.22,0.06,0.58,0.24,0.58,0.65
0.55,0.3,0.33,0.06,0.69,0.21,0.58,0.65
0.71,0.0,0.82,0.0,0.03,0.14,0.0,0.3
0.61,0.1,0.86,0.17,0.31,0.4,1.0,0.85
0.63,0.1,0.9,0.28,0.28,0.43,1.0,0.85
0.59,0.1,0.88,0.11,0.33,0.31,1.0,0.85
0.57,0.0,0.86,0.22,0.33,0.4,1.0,0.95
0.55,0.1,0.84,0.28,0.25,0.43,1.0,0.95
0.55,0.0,0.92,0.11,0.33,0.38,1.0,0.95
0.61,0.2,0.98,0.17,0.31,0.4,1.0,0.85
0.61,0.2,0.84,0.22,0.22,0.43,1.0,0.85
0.55,0.2,0.84,0.11,0.33,0.29,1.0,0.8
0.43,0.0,0.8,0.22,0.0,0.0,0.0,0.7
0.51,0.1,0.51,0.06,0.08,0.1,0.67,1.0
0.63,0.0,0.73,0.0,0.0,0.12,0.0,0.2
0.47,0.0,0.76,0.28,0.0,0.0,0.0,0.65
0.45,0.0,0.76,0.22,0.0,0.0,0.0,0.65
0.71,0.0,0.71,0.0,0.0,0.0,0.58,0.65
0.63,0.0,0.65,0.06,0.0,0.0,0.5,0.55
0.67,0.1,0.65,0.0,0.0,0.0,0.58,0.45
0.41,0.0,0.65,0.0,0.0,0.0,0.0,0.3
0.41,0.0,0.57,0.0,0.0,0.0,0.0,0.3
0.37,0.1,0.67,0.0,0.0,0.0,0.0,0.25
0.92,0.1,0.2,0.33,0.56,0.07,0.58,0.7
0.88,0.0,0.16,0.28,0.56,0.05,0.58,0.6
0.71,0.0,0.71,0.0,0.06,0.1,0.0,0.35
0.94,0.1,0.2,0.44,0.56,0.05,0.58,0.65
0.37,0.0,0.57,0.0,0.0,0.0,0.42,0.05
0.37,0.0,0.57,0.0,0.0,0.0,0.33,0.05
0.45,0.0,0.57,0.0,0.0,0.0,0.42,0.1
0.69,0.0,0.53,0.28,0.28,0.31,1.0,1.0
0.69,0.0,0.63,0.33,0.25,0.43,1.0,1.0
0.8,0.1,0.53,0.22,0.33,0.33,1.0,1.0
0.82,0.7,0.92,0.0,0.03,0.02,0.83,0.65
0.92,0.7,0.82,0.0,0.0,0.05,0.83,0.65
0.84,0.7,0.92,0.0,0.08,0.02,0.75,0.6
0.61,0.0,0.71,0.0,0.03,0.12,0.0,0.2
0.47,0.2,0.41,0.28,0.33,0.4,0.92,1.0
0.51,0.1,0.31,0.28,0.28,0.36,0.92,1.0
0.45,0.1,0.45,0.22,0.36,0.31,0.92,1.0
0.31,0.0,0.61,0.22,0.39,0.45,0.58,1.0
0.33,0.0,0.57,0.22,0.31,0.55,0.58,1.0
0.31,0.0,0.65,0.17,0.39,0.4,0.58,1.0
0.65,0.3,0.82,0.22,0.11,0.33,1.0,1.0
